# file:		F_SBB_00001_18800101_009_001_0_003
# sbb url:	http://zefys.staatsbibliothek-berlin.de/kalender/auswahl/date/1880-01-01/27646518/
# tel url:	http://www.theeuropeanlibrary.org/tel4/newspapers/issue/3000097231562?page=3
der O
zahlreichen O
Artikel O
. O
die O
in O
den O
Zeitungen O
über O
die O
Auflösung O
veröffentlicht O
worden O
waren O
! O
Und O
der O
Reichskanzler O
, O
anstatt O
diesen O
Wissensdurst O
nach O
den O
verschleierten O
Gründen O
der O
Auslosung O
sofort O
zu O
befriedigen O
, O
braucht O
beinahe O
zwei O
Wochen O
, O
um O
den O
erleuchtungsbedürftigen O
Reichsverbändlern O
das O
erbetene O
Licht O
anzuzünden O
, O
auf O
daß O
es O
auch O
in O
ihrer O
Seele O
hell O
würde O
. O
Und O
ein O
neues O
Jahr O
mußte O
erst O
über O
die O
Menschheit O
herausziehen O
, O
ehe O
der O
Welt O
die O
Früchte O
der O
vieltägigen O
Geistesarbeit O
des O
Reichskanzlers O
in O
dem O
Wahlbriefe O
dargereicht O
wurden O
, O
den O
wir O
im O
letzten O
Abendblatt O
in O
der O
ganzen O
Schönheit
und O
Ueberflüssigkeit O
seines O
langatmigen O
Wortlautes O
wiedergegeben O
haben O
. O
In O
der O
Tat O
: O
Ueberflüssig O
ist O
dieser O
Brief O
, O
dem O
man O
den O
Schweiß O
einer O
vierzehntägigen O
Arbeitsleistung O
anmerkt O
, O
von O
A O
bis O
Z O
. O
Denn O
für O
die O
Wissenden O
, O
die O
den O
Vorgängen O
der O
beiden O
letzten O
Wochen O
mit O
genügender O
Aufmerksamkeit O
gefolgt O
sind O
, O
enthält O
er O
in O
keiner O
Zeile O
etwas O
Neues O
. O
Was O
der O
Reichskanzler O
hier O
schreibt O
, O
das O
ist O
teils O
in O
seiner O
Rede O
vom O
13 O
. O
viel O
kräftiger O
gesagt O
worden O
, O
teils O
haben O
es O
uns O
die O
ihm O
ergebenen O
offiziösen O
Federn O
mit O
mehr O
als O
ausreichender O
cpisch-didaktischer O
Breite O
auseinandergesetzt O
. O
Der O
Brief O
des O
Reichskanzlers O
kann O
daher O
einzig O
und O
allein O
die O
Wirkung O
haben O
, O
daß O
die O
unabhängige O
Presse O
sich O
abermals O
genötigt O
sieht O
, O
die O
erstaunliche O
Schwäche O
der O
Regierung O
in O
diesem O
Wahlkampfe O
hervorzukehren O
. O
Ueberflüssig O
ist O
der O
Schreibebrief O
des O
Reichskanzlers O
endlich O
auch O
deshalb O
. O
weil O
er O
als O
Signal O
für O
den O
Aufmarsch O
der O
Streitmächte O
zur O
Wahlschlacht O
reichlich O
zu O
spät O
kommt O
. O
Besonders O
zu O
spät O
für O
die O
Truppen O
, O
auf O
die O
sich O
die O
reaktionäre O
Regierung O
bisher O
immer O
am O
meisten O
gestützt O
hat O
: O
die O
Konservativen O
. O
Es O
wirkt O
geradezu O
erheiternd O
, O
den O
Reichskanzler O
jetzt O
noch O
bemüht O
zu O
sehen O
, O
die O
Konservativen O
von O
dem O
Zentrum O
zu O
trennen O
, O
nachdem O
diese O
beiden O
Hauptträger O
der O
bisherigen O
reaktionären O
Politik O
in O
den O
meisten O
Wahlkreisen O
, O
in O
denen O
sie O
einige O
Aussicht O
auf O
ein O
Mandat O
haben O
, O
in O
holdester O
Seelenverwandtschaft O
den O
bewährten O
Bruderbund O
mit O
heißen O
Bruderküssen O
feierlich O
erneuert O
haben O
! O
Bei O
dieser O
Lage O
der O
Sache O
wären O
, O
wie O
wir O
dies O
schon O
so O
oft O
betont O
und O
bewiesen O
haben O
, O
die O
Liberalen O
die O
einzigen O
Amerika B-LOC
am O
Rhein B-LOC
. O
Duisburg B-LOC
und O
Gelsenkirchen B-LOC
. O
Bon O
lNüchdruck O
verboten O
. O
! O
Heinrich B-PER
Lee I-PER
. O
Welcher O
Fremde O
, O
der O
Duisburg B-LOC
betritt O
, O
sieht O
dieser O
Stadt O
mit O
, O
ihren O
ganz O
modernen O
, O
nur O
vom O
Geschäftsverkehr O
durchfluteten O
Straßen O
, O
in O
denen O
außer O
der O
alten O
Salvatorkirche O
kaum O
ein O
anderes O
Gebäude O
an O
die O
Vergangenheit O
erinnert O
, O
wohl O
an O
, O
daß O
sie O
einst O
die O
Residenz O
von O
deutschen O
Königen O
und O
Kaisern O
und O
der O
Sitz O
einer O
deutschen O
Hochschule O
gewesen O
ist O
? O
Der O
erste O
Heinrich B-PER
und O
die O
ersten O
drei O
Ottonen O
haben O
darin O
Hof O
gehalten O
, O
vor O
tausend O
Jahren O
hat O
auf O
ihrem O
Boden O
eine O
Reichsversammlung O
stattgefunden O
, O
und O
als O
infolge O
der O
Reformation O
im O
klevischen O
Lande O
daß O
Bedürfnis O
nach O
einer O
eigenen O
Universität O
erwachte O
, O
da O
war O
es O
— O
freilich O
erst O
ein O
gutes O
Jahrhundert O
später O
— O
der O
Große O
Kurfürst O
, O
der O
noch O
während O
des O
klevischen O
Erbfolgestreites O
das O
Gründungspatent O
dazu O
Unterzeichnete O
. O
Hundertfünfzig O
Jahre O
ist O
die O
heutige O
Industrie- O
und O
Hafenstadt O
Duisburg B-LOC
eine O
Stätte O
der O
Wissenschaft O
gewesen O
, O
bis O
das O
Vernichtungsjahr O
1806 O
auch O
ihr O
als O
solcher O
ein O
Ende O
»lachte O
und O
ihre O
Büchereien O
später O
mit O
der O
neugegründeten O
Universität O
Bonn B-LOC
vereinigt O
wurden O
. O
Inzwischen O
hatte O
Duisburg B-LOC
auch O
eine O
reiche O
Blüte O
als O
Handelsstadt O
schon O
hinter O
sich O
. O
Bis O
zum O
Ende O
des O
dreizehnten O
Jahrhunderts O
, O
wo O
der O
Rhein B-LOC
sich O
eine O
Strecke O
seitwärts O
von O
der O
Stadt O
ein O
neues O
Bett O
zu O
suchen O
anfing O
, O
unmittelbar O
am O
Rhein B-LOC
gelegen O
, O
war O
Duisburg B-LOC
von O
Holland O
aus O
der O
erste O
deutsche O
Landungsplatz O
. O
Duisburger O
Schiffer O
fuhren O
über O
die O
Nordsee B-LOC
nach O
England B-LOC
. O
Wachs O
, O
Getreide O
. O
Bier O
, O
Stahl O
, O
der O
nach O
Holland B-LOC
und O
England B-LOC
ausgeführt O
wurde O
, O
waren O
hervorragende O
Duisburger O
Stapelartikel O
. O
und O
auf O
den O
Wunsch O
des O
Herzogs O
von O
Flandern B-LOC
bewilligte O
Kaiser B-PER
Barbarossa I-PER
sogar O
den O
flandrischen O
Kaufleuten O
in O
Duisburg B-LOC
eine O
Messe O
. O
Es O
war O
die O
Hohenstaufenzeit O
, O
wo O
die O
deutschen O
Städte O
und O
mit O
ihnen O
auch O
Duisburg O
eine O
wirtschaftliche O
Blüte O
erreichten O
wie O
nie O
zuvor O
, O
also O
ein O
ähnlicher O
Aufstieg O
, O
wie O
er O
nun O
wieder O
unseren O
Tagen O
Vorbehalten O
war O
. O
Aber O
die O
Abkehr O
des O
Rheins B-LOC
und O
der O
Umstand O
, O
daß O
die O
Stadt O
ihre O
Beziehungen O
zu O
den O
Kaisern O
verlor O
, O
noch O
mehr O
der O
dreißigjährige O
Krieg O
und O
die O
übrigen O
Kriege O
, O
welche O
die O
Rheinufer O
zu O
erdulden O
hatten O
, O
zerstörten O
ihren O
Wohlstand O
, O
und O
Duisburg B-LOC
sank O
zu O
der O
Rolle O
einer O
kleinen O
, O
unbedeutenden O
Ackerstadt O
herab O
, O
wie O
es O
bis O
zur O
Erjchließustg O
der O
Kohlenjeider O
durch O
die O
Dummen O
in O
dem O
grotesken O
Wahlkampfe O
, O
wenn O
sie O
sich O
in O
den O
von O
den O
Konservativen O
für O
sie O
offengelegten O
Schlingen O
verfangen O
wollten O
. O
Denn O
was O
wir O
an O
der O
Stellung O
der O
Regierung O
vom O
ersten O
Tage O
an O
vermißt O
haben O
, O
das O
weist O
auch O
das O
Schreiben O
Bülows B-PER
trotz O
seiner O
redseligen O
Länge O
als O
die O
größte O
Lücke O
auf O
. O
Es O
fällt O
der O
Regierung O
auch O
heute O
noch O
nicht O
ein O
, O
zu O
einem O
lustigen O
Kriege O
gegen O
das O
Zentrum O
aufzufordern O
. O
weil O
es O
die O
Partei O
der O
wildesten O
und O
konsequentesten O
Eeistesknechtschaft O
in O
Deutschland O
ist O
. O
Bewahre O
! O
Mau O
fühlt O
aus O
dem O
Schreiben O
Bülows B-PER
mit O
tätlicher O
Sicherheit O
heraus O
, O
wie O
sauer O
es O
ihm O
wird O
, O
mit O
der O
schwarzen O
Garde O
brechen O
zu O
müssen O
, O
nur O
weil O
sie O
in O
Kolonialfragen O
nicht O
„ O
national O
" O
genug O
ist O
. O
( O
„ O
National O
" O
nennt O
man O
, O
wie O
bekannt O
, O
alle O
Mehrforderungen O
auf O
militärischen O
und O
kolonialem O
Gebiet O
. O
) O
Im O
übrigen O
würde O
die O
Reichsregierung O
für O
ihr O
Leben O
gern O
auch O
in O
Zukunft O
mit O
dem O
Zentrum O
jede O
erdenkliche O
reaktionäre O
Politik O
machen O
, O
wie O
sie O
den O
Konservativen O
und O
dciii O
Zentiiini O
zu O
Liebe O
bisher O
schrankenlos O
betrieben O
worden O
ist O
. O
Um O
aber O
das O
zu O
beknuden O
, O
dazu O
bedurfte O
es O
wahrlich O
nicht O
der O
Abfassung O
eines O
Schriftstückes O
, O
bei O
dem O
es O
um O
die O
Schreibarbeit O
schade O
ist O
, O
die O
nötig O
war O
, O
um O
den O
Silvestertvast O
des O
Reichskanzlers O
dein O
offiziösen O
Telegraphenbureau O
zur O
Weiterverbreitung O
zu O
übermitteln O
. O
Hat O
daher O
der O
Reichskanzler O
als O
Brückenbauer O
für O
beti O
Uebergang O
der O
wirklich O
Liberalen O
in O
das O
Lager O
der O
Reaktion O
seinen O
Beruf O
verfehlt O
— O
nur O
die O
schlaffsten O
Epigönlein O
schwächlicher O
Epigonen O
der O
alten O
Fortschrittspartei O
werden O
die O
Brücke O
betreten O
, O
die O
der O
Reichskanzler O
mit O
den O
morschen O
Balken O
seiner O
reaktionären O
Argumentation O
über O
das O
„ O
trennende O
Wasser O
" O
geschlagen O
hat O
— O
. O
so O
wird O
er O
nicht O
minder O
Pech O
haben O
, O
wenn O
er O
nach O
längst O
verbrauchtem O
Rezept O
den O
deutschen O
„ O
Spießbürger O
" O
vor O
dem O
„ O
Umsturz O
" O
graulich O
zu O
machcii O
sucht O
. O
Tie O
Nuiniuer O
auf O
der O
reaktionäreil O
Walze O
zieht O
nicht O
mehr O
! O
Das O
sollte O
nachgerade O
auch O
ein O
deutscher O
Reichskanzler O
wissen O
. O
Die O
Auschailung O
des O
kanzlerischen O
Silvesterbriefes O
, O
daß O
die O
Reaktion O
in O
Deutschland O
nicht O
von O
rechts O
, O
' O
sondern O
von O
links O
komme O
, O
die O
fällt O
denn O
doch O
so O
plump O
und O
grob O
aus O
dem O
Rahmen O
dessen O
heraus O
, O
was O
unter O
ernsthaften O
Politikern O
in O
ernsthaftem O
politischem O
Gespräch O
erörtert O
werden O
darf O
, O
daß O
jedes O
Wort O
der O
Widerlegung O
solcher O
Schiefheit O
und O
Jrrtumsvirtuosität O
eine O
unverantwortliche O
Verschwendung O
von O
Tinte O
, O
Druckerschwärze O
und O
Papier O
darstellen O
würde O
, O
also O
sogar O
vom O
rein O
wirtschaftlichen O
Standpunkte O
aus O
ein O
unverzeihliches O
Beginnen O
wäre O
. O
Nicht O
einmal O
um O
uns O
einen O
Ulk O
zu O
machen O
, O
würden O
wir O
uns O
unterfangen O
, O
die O
grandiose O
Idee O
von O
der O
Nichtreaktion O
der O
reaktionären O
Parteien O
zu O
widerlegen O
. O
Paradoxe O
Einfälle O
dieser O
Art O
erledigen O
sich O
durch O
ihre O
selbst O
, O
. O
zerstörerische O
Kraft O
, O
sobald O
sie O
antz O
dem O
Gchiril O
ihres O
Urhebers O
herausphosphoresziert O
sind O
. O
Am O
gruseligsten O
gedachte O
der O
Reichskanzler O
vielleicht O
auf O
die O
lieben O
deutschen O
Spießbürger O
zu O
wirken O
, O
die O
noch O
in O
einigen O
abgelegenen O
Landesstrichen O
, O
mit O
unerschütterter O
Junker O
, O
und O
Popenherrschaft O
Hausen O
, O
wenn O
er O
zum O
Schlusse O
Eisenbahnen O
noch O
so O
viele O
andere O
, O
beute O
blühende O
Industrie O
, O
städte O
in O
Rheinland-Westfalen B-LOC
, O
so O
auch O
Dortmund B-LOC
, O
gewesen O
sind O
. O
Noch O
aber O
floß O
der O
Rhein B-LOC
in O
seinem O
neuen O
Bett O
nicht O
weit O
genug O
, O
als O
daß O
die O
Duisburger O
sein O
Rauschen O
nicht O
vernommen O
und O
verstanden O
hätten O
. O
Es O
sprach O
ihnen O
von O
dem O
Ruhm O
und O
Glanz O
der O
alten O
Schifferzeit O
, O
und O
mit O
Unterstützung O
der O
klevischen O
Regierung O
wurde O
zwischen O
Duisburg B-LOC
und O
dem O
holländischen O
Nimwegen B-LOC
ein O
neuer O
Schiffsverkehr O
eingerichtet O
, O
der O
gegen O
den O
Mitbewerb O
von O
Düsseldorf B-LOC
und O
Köln B-LOC
den O
Vorzug O
hatte O
, O
daß O
er O
an O
bestimmten O
Tagen O
und O
zwar O
mit O
unbedingter O
Sicherheit O
stattfand O
. O
gleichviel O
ob O
Ladung O
vorhanden O
war O
oder O
nicht O
. O
Eine O
Folge O
war O
, O
daß O
sich O
durch O
den O
günstigen O
Bezug O
ausländischer O
Wolle O
die O
Tuchindustrie O
iil O
Duisburg B-LOC
embürgerte O
, O
die O
noch O
heute O
einen O
hohen O
Rang O
einnimmt O
. O
So O
gewann O
Duisburg B-LOC
eine O
neue O
Bedeutung O
als O
Umschlagsplatz O
für O
Westdeutschland B-LOC
und O
einen O
großen O
Teil O
von O
Süddeutschland B-LOC
, O
denn O
bis O
nach O
Frankfurt B-LOC
, O
Mainz B-LOC
. O
Worms B-LOC
und O
Augsburg B-LOC
wurden O
die O
derart O
vom O
Norden O
angekominencu O
Güter O
weiter O
befördert O
. O
Sehr O
anschaulich O
erzählen O
die O
Berichte O
aus O
jener O
Zeit O
, O
welcher O
lebhafte O
Fuhrmannsverkehr O
an O
den O
Tagen O
der O
Abfahrt O
und O
Ankunft O
der O
Schiffe O
in O
den O
Straßen O
und O
auf O
den O
Plätzen O
der O
Stadt O
herrschte O
. O
Der O
Tag O
von O
Jena B-LOC
kam O
, O
die O
Kontinental O
, O
sperre O
, O
die O
Einführung O
des O
Tabakmonopols O
— O
der O
Duisburger O
Handel O
, O
der O
gerade O
in O
Tabak O
sehr O
umfangreich O
geworden O
war O
. O
brach O
von O
neuem O
zusammen O
Und O
auch O
als O
nach O
1815 O
die O
alten O
politischen O
Zustände O
wieder O
hergestellt O
wurden O
, O
konnte O
sich O
Duisburg B-LOC
noch O
nicht O
erholen O
. O
Denn O
in O
den O
letzten O
Oktobertagen O
des O
Jahres O
1824 O
ging O
das O
erste O
Dampfboot O
den O
Rhein B-LOC
hinaus O
, O
und O
da O
es O
niederländische O
. O
Düsseldorfer O
und O
Kölnische O
Gesellschaften O
waren O
, O
die O
von O
Rotterdam B-LOC
bis O
zum O
deutschen O
Niederrhein B-LOC
zuerst O
sich O
des O
neuen O
Verkehrsmittels O
bemächtigten O
, O
so O
war O
Duisburg B-LOC
dadurch O
aus O
dem O
Felde O
geschlagen O
. O
Und O
doch O
drohte O
noch O
ein O
schlimmerer O
Schlag O
, O
Die O
preußische O
Regierung O
hatte O
gerade O
um O
dieselbe O
Zeit O
in O
dem O
am O
Rhein B-LOC
gegenüberliegenden O
Nuhrort O
einen O
großenv
Hafen O
hergestellt O
, O
und O
damitv
sollte O
auch O
das O
Duisburger O
Hanptsteneramt O
nach O
dem O
Nachbarort O
verlegt O
werden O
. O
Das O
hieß O
: O
Die O
alte O
Zollstätte O
der O
Stadt O
sollt« O
fallen O
und O
Duisburg B-LOC
aufhören O
. O
Handelsstadt O
zu O
sein O
. O
Duisburg B-LOC
geriet O
in O
Empörung O
, O
und O
in O
dem O
Bestreuen O
, O
dies O
Schicksal O
von O
sich O
abzuwenden O
, O
wäre O
es O
beinahe O
zu O
dem O
Ruhme O
erlangt O
, O
die O
erste O
deutsche O
Eisen- O
' O
seines O
Schreibens O
den O
Degen O
Napoleons B-PER
schwenkte O
, O
der O
in O
Frankreich B-LOC
die O
große O
Revolution O
zum O
Stillstand O
gebracht O
habe O
. O
Geschichtlich O
richtig O
ist O
, O
daß O
Napoleon B-PER
der O
I O
. O
auf O
vielen O
Gebieten O
des O
öffentlichen O
Lebens O
der O
Fortsetzer O
der O
großen O
Revolution O
gewesen O
ist O
. O
Selbst O
in O
Deutschland B-LOC
, O
soweit O
es O
bis O
1815 O
unter O
französischer O
Herrschaft O
stand O
, O
verdankte O
man O
viele O
liberale O
Einrichtungen O
dem O
napoleonischen O
Regimente O
. O
Einrichtungen O
, O
die O
selbst O
nach O
dem O
Zusammenbruche O
der O
napoleonischen O
Herrschaft O
in O
Frankreich B-LOC
auf O
deutschem O
! O
Boden O
stets O
und O
ständig O
als O
ersrenliche O
Errungenschaften O
geschäht O
wurden O
, O
bis O
sie O
in O
die O
deutsche O
Gesetzgebung O
der O
sechziger O
und O
siebziger O
Jahre O
des O
vorigen O
Jahrhunderts O
definitiv O
übernommen O
wurden O
! O
Im O
übrigen O
wird O
der O
reichskanzlerischerseits O
beliebte O
Hinweis O
auf O
das O
Eingreifen O
des O
Schwertes O
in O
die O
politischen O
Angelegenheiten O
des O
Deutschen B-LOC
Reiches I-LOC
das O
Gegenteil O
von O
dem O
bewirken O
, O
was O
sich O
der O
Reichskanzler B-PER
von O
dem O
Fuchteln O
mit O
dem O
Degen O
des O
ersten O
Napoleon B-PER
versprach O
, O
' O
als O
er O
am O
Silvesterabend O
seinem O
Briefe O
die O
letzte O
Feile O
angedeihen O
ließ O
. O
Die O
Konservativen O
und O
die O
sonstigen O
Vertreter O
der O
Reaktion O
im O
Deutschen B-LOC
Reiche I-LOC
wälzen O
unter O
ihren O
preislichen O
Schädeln O
schon O
lange O
den O
Gedanken O
einer O
Tnrchhaunng O
des O
gordischen O
Knotens O
der O
politischen O
und O
sozialen O
Wirren O
, O
in O
die O
uns O
lediglich O
die O
Reaktion O
selbst O
allmählich O
hineingetrieben O
hat O
. O
wie O
das O
Junkertum O
das O
nachfriederizianische O
Preußen B-LOC
in O
die O
Katastrophe O
von O
Jena B-LOC
hineingejagt O
hat O
. O
Daß O
jetzt O
auch O
der O
Reichskanzler B-PER
diesen O
Lieblingsgedanken O
der O
preußischen O
Reaktion O
in O
seinen O
Schreibebrief O
vom O
Silvesterabend O
hmeinkliugen O
läßt O
. O
wird O
den O
Deutschen O
. O
die O
das O
politische O
Denken O
noch O
nicht O
ganz O
aufgegeben O
haben O
, O
mit O
verblüffender O
Deutlichkeit O
zeigen O
. O
- O
in O
wie O
gefahrdrohender O
Weise O
die O
Träumereien O
extremer O
konservativer O
Kreise O
von O
der O
Morgenröte O
einer O
auf O
die O
Spitze O
des O
Degens O
gestellten O
Militärdiktatur O
auf O
die O
leitenden O
Kreise O
der O
Politik O
bereits O
abgefärbt O
haben O
. O
Danach O
dürfen O
wir O
, O
unter O
Würdigung O
alles O
dessen O
. O
was O
das O
Schreiben O
des O
Reichskanzlers B-PER
mit O
überflüssiger O
Deutlichkeit O
sagt O
und O
mit O
verblümter O
Schwertlhrik O
andeutet O
, O
es O
mit O
aller O
Bestimmtheit O
aussprechen O
: O
Wer O
nun O
noch O
nicht O
begriffen O
hat O
, O
daß O
das O
liberale O
Bürgertum O
in O
diesem O
Wahlkampfe O
einzig O
und O
allein O
sich O
die O
Zukunft O
sichert O
, O
wenn O
es O
gegen O
die O
Reaktion O
zur O
Rechten O
kämpft O
, O
dem O
ist O
nicht O
zu O
helfen O
. O
Wer O
diesen O
Kampf O
nicht O
mitkämpft O
, O
der O
hat O
es O
sich O
selbst O
zuzuschreiben O
, O
wenn O
er O
— O
wir O
wiederholen O
, O
was O
wir O
neulich O
gesagt O
haben O
— O
von O
der O
Reaktion O
nicht O
, O
wie O
bisher O
, O
nur O
mit O
Ruten O
geschlagen O
, O
sondern O
mit O
Skorpionen O
gezüchtigt O
wird O
. O
Eine O
vollständige O
Absage O
hat O
, O
wie O
bereits O
mehrfach O
hervorgehoben O
, O
die O
konservative O
Regierung O
des O
Fürsten O
Bülow B-PER
mit O
ihrer O
gegen O
das O
Zentrum O
f O
icridjtctcu O
Wahlparole O
seitens O
der O
konservativen O
Partei O
erfahren O
. O
Wir O
haben O
vor O
einiger O
Zeit O
bereits O
von O
Ausführungen O
der O
„ O
Kreuzzeitung B-ORG
" O
Notiz O
genommen O
, O
die O
ihre O
Anhänger O
im O
Land O
vor O
der O
Bekämpfung O
der O
ihnen O
geistesverwandten O
Klerikalen O
warnte O
. O
Jetzt O
wird O
übereinstimmend O
in O
der O
konservativen O
und O
in O
der O
Zentrumspresse O
als O
die O
bahn O
gebaut O
zu O
haben O
, O
und O
das O
schon O
im O
Jahre O
1825 O
. O
Denn O
Duisburg B-LOC
wollte O
sich O
gegen O
die O
Regierung O
verpflichten O
, O
für O
das O
Zollamt O
in O
der O
Stadt O
ein O
günstig O
gelegenes O
Dienstgebäude O
zu O
errichten O
und O
dieses O
mit O
der O
Ausladestelle O
am O
Rhein B-LOC
durch O
eine O
Eisenbahn O
zu O
verbinden O
. O
Statt O
der O
Eisenbahn O
wurde O
aber O
ein O
. O
Kanal O
»ach O
dem O
Rhein B-LOC
gebaut O
, O
und O
so O
gelangte O
die O
Stadt O
»nt O
dem O
Strom O
wieder O
nach O
nahezu O
einem O
halben O
Jahrtausend O
in O
Verbindung O
. O
Dem O
Kanal O
in O
den O
Rhein B-LOC
folgte O
der O
Ausbau O
eines O
solchen O
in O
die O
Ruhr B-LOC
, O
die O
große O
Kohlenstraße O
. O
Das O
war O
in O
den O
vierziger O
Jahren O
, O
eine O
neue O
Epoche O
brach O
für O
den O
ganzen O
Niederrhein B-LOC
heran O
— O
die O
Entstehung O
der O
Eisenbahnen O
. O
Hatte O
sich O
der O
Handelsverkehr O
von O
Duisburg B-LOC
bisher O
hauptsächlich O
in O
Stückgütern O
vollzogen O
, O
in O
Ballen O
und O
Kisten O
, O
die O
aus O
den O
Rheinschiffen O
ausgeladen O
und O
von O
den O
„ O
Faktoren O
" O
, O
wie O
darumal O
die O
Spediteure O
hießen O
, O
auf O
dem O
Landwege O
weiter O
geschickt O
wurden O
, O
so O
wandelte O
sich O
dieser O
jetzt O
auf O
dein O
neuen O
eisernen O
Schienenwege O
in O
Massengut O
um O
: O
Kohle O
, O
Erze O
, O
Steine O
, O
Holz O
, O
Getreide O
. O
Petroleum O
. O
So O
ist O
Duisburg B-LOC
unter O
anderen O
für O
den O
ganzen O
umliegenden O
Industriebezirk O
der O
bedeutendste O
Großhandelsplatz O
in O
Kolonialwaren O
geworden O
. O
Noch O
bedeutender O
ist O
der O
seit O
dem O
Bau O
des O
Ruhrkanals B-LOC
, O
der O
sich O
jetzt O
als O
ein O
Teil O
in O
die O
übrigen O
inzwischen O
entstandenen O
großartigen O
Hafenanlagen O
einfügt O
. O
emporgekommene O
Kohlenhandel O
. O
der O
mit O
dem O
von O
Ruhrort B-LOC
und O
Mülheim B-LOC
, O
den O
beiden O
anderen O
größten O
deutschen O
Kohlenhäfen O
, O
in O
Mitbewerb O
tritt O
. O
Die O
riesige O
Zunahme O
der O
Bevölkerung O
im O
Industriegebiet O
hat O
ferner O
Duisburg B-LOC
zu O
einem O
der O
größten O
Handelsplätze O
in O
Getreide O
gemacht O
und O
es O
ist O
der O
Sitz O
einer O
Getreidebörse O
geworden O
, O
deren O
Beherrscher O
in O
unmittelbarer O
Beziehung O
zu O
den O
großen O
Ausfuhrländern O
Südrußland B-LOC
. O
den O
Donaustaaten O
. O
den O
russischen O
Ostseeprovinzen B-LOC
. O
Nordamerika B-LOC
. O
Argentinien B-LOC
nslv O
. O
stehen O
. O
Wie O
die O
günstige O
Lage O
am O
Rhein B-LOC
auf O
Duisburgs B-LOC
Handel O
, O
so O
hat O
sie O
auch O
auf O
die O
Ansiedelung O
neuer O
Industriezweige O
gewirkt O
, O
besonders O
der O
schweren O
Industrie O
. O
Im O
Jahre O
1854 O
wurde O
in O
Duisburg B-LOC
der O
erste O
Hochofen O
angeblasen O
; O
Maschinenfabriken O
, O
Eisengießereien O
, O
Walzwerke O
entstanden O
, O
zuletzt O
das O
gigantische O
Hochofenwerk O
der O
Gewerkschaft B-ORG
„ I-ORG
Deutscher I-ORG
Kaiser I-ORG
" I-ORG
und O
die O
Kruppsche B-ORG
„ I-ORG
Friedrich-Alfred-Hütte I-ORG
" I-ORG
. O
deren O
sechs O
Oefen O
täglich O
2000 O
Tonnen O
Eisen O
liefern O
. O
Als O
ältester O
Fabrikszweig O
von O
Duisburg B-LOC
. O
wenn O
auch O
ist O
der O
Zahl O
der O
Betriebe O
«jtiUl.' O
# file:		F_SBB_00006_19170105_065_007_0_002.xml
# sbb url:	http://zefys.staatsbibliothek-berlin.de/kalender/auswahl/date/1907-01-05/27971740/
# tel url:	http://www.theeuropeanlibrary.org/tel4/newspapers/issue/3000119033243?page=2
9 O
f O
fcit- O
großen O
Ctcmeftibcn O
dadurch O
Bef O
feite O
geschoben O
wird O
, O
daß O
den O
Gemeinden O
der O
Ankauf O
dieser O
Lebensmittel O
aufgegeben O
wird O
, O
ohne O
daß O
diese O
in O
der O
Lage O
sind O
, O
auf O
Grund O
der O
bestehenden O
Verhältnisse O
die O
Lösung O
dieser O
Aufgaben O
bewirken O
zu O
können O
. O
' O
Den O
sozialdemokratischen O
Antrag O
begründet O
Stadtverordneter O
Wurm B-PER
. O
In O
längeren O
, O
ins O
einzelne O
gehenden O
Darlegungen O
suchte O
der O
Redner O
nachzuweisen O
, O
daß O
die O
Kartoffeln O
fortgesetzt O
zurückgehalten O
werden O
. O
Die O
Landwirte O
setzen O
der O
Anordnung O
passiven O
Widerstand O
entgegen O
, O
und O
die O
Staatsgewalt O
versage O
ihnen O
gegenüber O
. O
Das O
neue O
Batoclische O
Rundschreiben O
se O
, O
eine O
völlige O
Bankrotterklärung O
der O
Staatsgewalt O
den O
Landwirten O
gegenüber O
. O
Jetzt O
, O
wo O
wir O
von O
allen O
Zufuhren O
aus O
dem O
Auslande O
abgeschnitten O
sind O
, O
könne O
von O
freiem O
Handel O
keine O
Rede O
sein O
, O
und O
außerdem O
haben O
die O
Städte O
mit O
Recht O
darauf O
hingewiesen O
. O
dasi O
da O
, O
wo O
solche O
Lieferungsverträge O
abgeschlossen O
worden O
waren O
, O
die O
ZEG O
. O
mit O
plumper O
Hand O
hindernd O
eingegriffen O
habe O
. O
Die O
Erfahrungen O
mit O
den O
Konserven O
und O
anderen O
Erscheinungen O
zeigen O
deutlich O
, O
daß O
die O
Anordnungen O
ganz O
schematisch O
gemacht O
werden O
, O
ohne O
daß O
man O
sich O
darum O
kümmere O
, O
ob O
sie O
auch O
durchgeführt O
werden O
können O
. O
Die O
Mißstände O
können O
nur O
abgestellt O
werden O
, O
wenn O
man O
solche O
Maßnahmen O
trifft O
, O
wie O
sie O
die O
von O
seinen O
Freunden O
ausgestellten O
Richtlinien O
angeben O
. O
Stadtv O
. O
Tr O
. O
Levy O
ll O
( O
Lib O
. O
) O
hielt O
es O
nicht O
für O
zweckmäßig O
, O
die O
Gegensätze O
zwischen O
Stadt O
und O
Land O
in O
dieser O
Zeit O
unnütz O
zu O
verschärfen O
, O
schloß O
sich O
aber O
den O
Beschwerden O
des O
Vorredners O
in O
vielen O
Punkten O
an O
. O
Stadtv O
. O
Tr O
. O
Kuhlmann B-PER
( O
Fr O
. O
Fr O
. O
) O
erklärte O
sich O
gegen O
den O
von O
Wurm B-PER
empfohlenen O
Produktionszwang O
. O
Hieraus O
nahm O
Oberbürgermeister O
